question,answer,question_type,page
Yasama yetkisi nedir ve hangi kuruma aittir?,"Yasama yetkisi, devletin yasa (kanun) yapma, değiştirme ve yürürlükten kaldırma yetkisidir. Bu yetki Türkiye Büyük Millet Meclisi'ne (TBMM) aittir.",Olgusal,55
TBMM'nin bazı görev ve yetkileri nelerdir?,"TBMM'nin bazı görev ve yetkileri şunlardır: Kanun yapmak, değiştirmek ve kaldırmak; genel ve özel af ilanına karar vermek; para basılmasına karar vermek; savaş ilanına karar vermek.",Listeleme,55
Yasama yetkisinin devredilemez olmasının önemi nedir?,"Yasama yetkisinin devredilemez olması, güçler ayrılığı ilkesinin ve TBMM'nin yasama üzerindeki bağımsızlığının korunması açısından önemlidir. Bu, başka bir organın yasama yetkisini ele geçirmesini engeller.",Kavramsal,55
Yürütme organının görevlerini yerine getirirken nelere uyması gerekir?,Yürütme organı görevlerini yerine getirirken anayasaya ve yasalara uymak zorundadır.,Olgusal,55
Yürütme organının faaliyetleri kim tarafından denetlenir?,Yürütme organının yaptığı işlerin hukuka uygunluğu Danıştay ve İdare Mahkemeleri gibi yüksek mahkemeler tarafından denetlenir.,Olgusal,55
Güçler ayrılığı ilkesi ne anlama gelir?,"Güçler ayrılığı, devletin gücünün ve görevlerinin yasama, yürütme ve yargı organları arasında dağılması anlamına gelir.",Kavramsal,55
TBMM'deki milletvekilleri kimleri temsil eder?,"TBMM'deki milletvekilleri sadece kendi seçildiği bölgeleri değil, tüm milleti temsil ederler.",Olgusal,55
Cumhurbaşkanının görev ve yetkilerine bir örnek verin.,"Cumhurbaşkanının görev ve yetkilerine bir örnek, milletlerarası antlaşmaları onaylamak ve yayımlamaktır.",Olgusal,55
Yasama yetkisinin Türk Milleti adına TBMM'ye ait olmasının sonuçları nelerdir?,"Yasama yetkisinin Türk Milleti adına TBMM'ye ait olması, halkın temsilcileri aracılığıyla yasaların yapılmasını ve milletin iradesinin yönetime yansımasını sağlar. Bu durum, demokrasinin temel unsurlarından biridir.",Yansıtıcı,55
Yürütme tam olarak ne anlama gelir?,"Yürütme, Meclis tarafından yapılan yasaları uygulamak ve ülkeyi yasalara uygun olarak yönetmektir.",Olgusal,56
Cumhurbaşkanının görev ve yetkilerinden bazıları nelerdir?,"Cumhurbaşkanının bazı görev ve yetkileri şunlardır: Milletlerarası antlaşmaları onaylamak ve yayımlamak, Cumhurbaşkanı yardımcılarını ve bakanları atamak, görevlerine son vermek, TBMM adına Türk Silahlı Kuvvetlerinin Başkomutanlığını temsil etmek.",Listeleme,56
Yargının temel amacı nedir?,"Yargının temel amacı, toplum hayatında ortaya çıkan hukuka aykırılıkları belirlemek, uyuşmazlıkları çözmek ve yasalara uymayanları cezalandırmaktır.",Kavramsal,56
Türkiye'deki yargı yetkisini hangi mahkemeler kullanır?,"Türkiye'de yargı yetkisi, Anayasa Mahkemesi, Yargıtay, Danıştay, İdare Mahkemeleri gibi çeşitli mahkemeler tarafından kullanılır.",Olgusal,56
Kuvvetler ayrılığı ilkesi neden önemlidir?,"Kuvvetler ayrılığı ilkesi, devlet düzeninin doğru bir şekilde işlemesi açısından önemlidir. Yasama, yürütme ve yargı güçlerinin birbirlerinin görev alanlarına müdahale etmeden ayrı ayrı çalışmasını sağlar.",Nedensel,56
Kuvvetler ayrılığı (güçler ayrılığı) ne anlama gelir?,"Kuvvetler ayrılığı, devletin gücünün ve görevlerinin yasama, yürütme ve yargı organları arasında dağılmasıdır.",Olgusal,56
T.C. Anayasası'nın 8. maddesine göre yürütme yetkisi nasıl kullanılır?,"T.C. Anayasası'nın 8. maddesine göre yürütme yetkisi ve görevi, Cumhurbaşkanı tarafından, Anayasaya ve kanunlara uygun olarak kullanılır ve yerine getirilir.",Bağlamsal,56
T.C. Anayasası'nın 9. maddesi yargı yetkisini nasıl tanımlar?,"T.C. Anayasası'nın 9. maddesine göre yargı yetkisi, Türk Milleti adına bağımsız ve tarafsız mahkemelerce kullanılır.",Bağlamsal,56
Yürütme yetkisinin Anayasa'da yapılan değişiklikle yeniden düzenlenmesi ne gibi sonuçlar doğurmuştur?,"Halk oylaması ile Anayasa'da yapılan değişiklikle yürütme yetkisinin yeniden düzenlenmesi, Cumhurbaşkanlığı Hükümet Sistemine geçilmesine yol açmıştır. Bu durum, yürütme yetkisinin Cumhurbaşkanı tarafından kullanılması şeklinde belirginleşmiştir.",Yansıtıcı,56
"Yasama, yürütme ve yargı arasındaki ilişki nasıl özetlenebilir?","Yasama yasaları yapar, yürütme bu yasaları uygular ve yargı yasaların uygulanmasında ortaya çıkan hukuka aykırılıkları çözerek adaleti sağlar. Bu üç kuvvetin birbirinden bağımsız çalışması kuvvetler ayrılığı ilkesinin temelini oluşturur.",Özetleme,56
Bu doküman ne hakkında bilgi vermektedir?,"Bu doküman, AŞTAN tarafından hazırlanan ve 'ONA' başlığı altında sunulan, belirli üniteler ve konular içeren bir konu tekrarı ve tarama testi materyalidir.",Olgusal,57
'Birey ve Toplum' ünitesinin bu dokümandaki önemi nedir?,"'Birey ve Toplum' ünitesi, bu konu tekrarı materyalinin ilk ünitesidir ve muhtemelen sosyal bilimler veya ilgili bir alandaki temel kavramları içermektedir.",Kavramsal,57
Bu dokümanda yer alan 'Kültür ve Miras' ünitesinin içeriği ne olabilir?,"'Kültür ve Miras' ünitesi, bir toplumun gelenekleri, değerleri, inançları ve tarihi gibi kültürel unsurları ile ilgilenir. Geçmişten günümüze aktarılan maddi ve manevi değerleri kapsar.",Bağlamsal,57
"'İnsanlar, Yerler ve Çevreler' ünitesinin bu konu tekrarına dahil edilmesinin nedeni nedir?","Bu ünitenin dahil edilmesinin nedeni, coğrafya, demografi ve çevre bilimi gibi alanlardaki temel kavramları öğretmek veya tekrar etmek olabilir. İnsanların yaşadığı yerlerle ve çevreleriyle olan etkileşimlerini anlamayı amaçlar.",Nedensel,57
"'Bilim, Teknoloji ve Toplum' ünitesinin bu dokümanda işleniş şekli nasıl olabilir?","Bu ünite, bilimin ve teknolojinin toplum üzerindeki etkilerini, teknolojik gelişmelerin sosyal, ekonomik ve etik sonuçlarını ele alabilir. Bilimsel düşünce ve teknoloji okuryazarlığı becerilerini geliştirmeyi amaçlar.",Yöntemsel,57
"'Üretim, Dağıtım ve Tüketim' ünitesi, 'Etkin Vatandaşlık' ünitesi ile nasıl bir ilişki içindedir?","'Üretim, Dağıtım ve Tüketim' ünitesi ekonomik süreçleri incelerken, 'Etkin Vatandaşlık' ünitesi vatandaşların bu süreçlere katılımını ve sorumluluklarını ele alır. Her iki ünite de toplumun işleyişi ve vatandaşların rolü açısından birbirini tamamlar.",Analitik,57
"Bu dokümanda 7. bir ünite olsaydı, konusu ne olabilirdi?","Eğer 7. bir ünite olsaydı, güncel sosyal sorunlar, küresel meseleler veya farklı disiplinler arası konular gibi daha geniş bir perspektife odaklanabilirdi.",Varsayımsal,57
Bu ünitelerin öğrenciler üzerindeki etkileri neler olabilir?,"Bu üniteler, öğrencilerin sosyal bilimler alanındaki temel bilgilerini artırabilir, eleştirel düşünme becerilerini geliştirebilir ve toplumsal konulara duyarlılıklarını artırabilir.",Yansıtıcı,57
Bu doküman neden 'PRF Yayınları' tarafından hazırlanmıştır?,"Bu sorunun cevabı metinde açıkça belirtilmemiştir, ancak PRF Yayınları'nın eğitim materyalleri yayınlama konusunda uzmanlaşmış bir yayınevi olduğu varsayılabilir.",Spekülatif,57
Bu dokümanda yer alan ünitelerin temel unsurları nelerdir?,"Bu dokümanda yer alan ünitelerin temel unsurları; birey, toplum, kültür, miras, insanlar, yerler, çevreler, bilim, teknoloji, üretim, dağıtım, tüketim ve vatandaşlıktır.",Listeleme,57
Millî birlik ve beraberliği güçlendiren tarihî unsurlarla ilgili olan ifade hangisidir?,"Düğünlerde, cenazelerde birlikte olmak, toplumsal bağların güçlenmesini sağlar.",Olgusal,58
Doğuştan sahip olduğumuz rollerin özellikleri nelerdir?,"Doğuştan sahip olduğumuz roller biyolojik özelliklerimizden kaynaklanır, herhangi bir ilgi ve yeteneği gerektirmez ve bunları seçme imkanımız yoktur.",Kavramsal,58
"Hangi eşleştirme yanlıştır: I. Kaptan - Kardeş, II. Evlat - Başkan, III. Torun - Kaleci, IV. Kardeş - Oyuncu?",I. Kaptan - Kardeş eşleştirmesi yanlıştır.,Analitik,58
Meltem Öğretmen'in 'Çocuklar aile içinde üstlenebileceğimiz roller nelerdir?' sorusuna hangi öğrencinin verdiği cevap yanlıştır?,Arkadaş cevabı yanlıştır.,Olgusal,58
Millî kültürü oluşturan dinî unsurlara örnek olarak hangisi gösterilebilir?,Yemeğe besmele çekerek başlanması millî kültürü oluşturan dinî unsurlara örnektir.,Örnekleme,58
6. sınıf sosyal bilgiler dersinin hangi konusu millî bilincin oluşmasında etkili değildir?,Hayalimdeki Gelecek konusu millî bilincin oluşmasında etkili değildir.,Olgusal,58
Ön yargı aşağıdakilerden hangisini olumsuz yönde etkilemez?,Ön yargı geleneklere bağlılığı olumsuz yönde etkilemez.,Olgusal,58
Millî kültürün unsurları nelerdir?,"Din, dil, tarih millî kültürün unsurlarındandır.",Listeleme,58
Tarihin milletler için önemi nedir?,"Tarih yeni nesillerde millî bilincin oluşmasında, millî birlik ve beraberliğin sağlanmasında rol oynar.",Kavramsal,58
Ön yargının arkadaşlık ilişkilerini etkileme biçimi nasıldır?,"Ön yargı, insanlar arasında yanlış anlaşılmalara ve güvensizliğe yol açarak arkadaşlık ilişkilerini olumsuz etkiler.",Nedensel,58
Birleşmiş Milletler Çocuk Haklarına Dair Sözleşme'nin hazırlanmasındaki temel amaç nedir?,Çocukların temel hak ve özgürlüklerini korumak ve kullanmalarını sağlamaktır.,Olgusal,59
Birleşmiş Milletler Çocuk Haklarına Dair Sözleşmesi'nin hazırlanma nedenlerinden biri olmayan seçenek hangisidir ve neden?,Çocukları küçük yaşlardan itibaren çalıştırarak meslek sahibi olmalarını sağlamak. Çünkü çocukların erken yaşta çalıştırılması çocuk haklarına aykırıdır.,Analitik,59
Osmanlı Dönemi'ndeki sadaka taşı uygulamasının amacı nedir?,İhtiyaç sahibi insanları rencide etmeden yardımda bulunmaktır.,Olgusal,59
Sadaka taşı uygulamasının hangi ahlaki değerlerle ilişkisi vardır?,"Merhamet, sevgi ve yardımlaşma gibi ahlaki değerlerle doğrudan ilişkilidir.",Kavramsal,59
Sadaka taşı uygulaması hangi kavramla ilişkilendirilemez ve neden?,Kibir. Çünkü sadaka taşı uygulaması alçakgönüllülük ve başkalarını düşünme üzerine kuruludur.,Analitik,59
Tüketicilerin şikayetlerini bildirebileceği hat hangisidir ve bu hattın işlevi nedir?,Metinde bu bilgiye dair bir açıklama bulunmamaktadır. Bu nedenle bu soru cevaplanamaz.,Olgusal,59
"Toplumda refahı, ekonomik dengeyi ve birliği artıran unsurun başlığı ne olabilir?",Sosyal Yardımlaşma ve Dayanışmanın Faydaları,Kavramsal,59
Verilen şemadaki başlık neden 'Sosyal Yardımlaşma ve Dayanışmanın Faydaları' olmalıdır?,"Çünkü şemada belirtilen unsurlar (refah, ekonomik denge, birlik) sosyal yardımlaşma ve dayanışmanın sonuçlarıdır.",Nedensel,59
Tabloda verilen hak ve sorumluluk eşleştirmelerinden hangisi yanlıştır?,"I. Herkes düşünce ve kanaatlerini açıklama hakkına sahiptir - Kantinden alışveriş yaparken sıraya girmeliyim. Bu eşleştirme yanlıştır, çünkü düşünce özgürlüğü ile alışveriş sırası arasında doğrudan bir ilişki yoktur.",Analitik,59
Düşünce özgürlüğü hakkının sorumlulukları neler olabilir?,"Başkalarının haklarına saygı göstermek, iftira ve hakaret içeren ifadelerden kaçınmak, nefret söyleminde bulunmamaktır.",Kavramsal,59
Emeviler ve Abbasiler'in başkentleri nerelerdir?,"Emeviler'in başkenti Şam, Abbasiler'in başkenti ise Bağdat'tır.",Olgusal,60
Emeviler ve Abbasiler arasındaki temel farklar nelerdir?,Emeviler Arap milliyetçiliği yaparken diğer milletlerden olan Müslümanları köle olarak görmüşlerdir. Abbasiler ise tüm Müslümanlara eşit davranmışlar ve Türklere yönetimde ve orduda görev vermişlerdir.,Analitik,60
Mete Han ile ilgili verilen bilgilerden hangisi yanlıştır?,"Arda'nın verdiği bilgi yanlıştır. Asya Hun Devleti'nin kurucusu Mete Han değil, Teoman'dır.",Olgusal,60
Türklerin öldükten sonra yaşamın devam edeceğine inanmaları neyi etkilemiştir?,"Öldükten sonra yaşamın devam edeceğine inanmaları, ölülerin mezarlarına eşyalarını da koymalarına neden olmuştur.",Nedensel,60
Türklerin savaş taktikleri nelerdir?,Türkler savaşlarda sahte geri çekilme ve Turan taktiğini kullanmışlardır.,Olgusal,60
Türklerin hangi dönemde taşınabilir eserler yaptığı belirtilmektedir?,"Türkler, Uygurlar dönemine kadar taşınabilir eserler (hançer, kemer, at koşum takımları) yapmışlardır.",Olgusal,60
Türklerde ülke yönetim anlayışı nasıldır?,"Türklerde ülke, hanedan üyelerinin ortak malı sayılmıştır.",Olgusal,60
Hz. Muhammed'in Bedir Savaşı'ndan sonraki uygulaması neye örnektir?,"Hz. Muhammed'in Bedir Savaşı'ndan sonra esir olan Mekkeli müşriklerden okuma-yazma bilenleri, on Müslümana okuma-yazma öğretmeleri şartıyla serbest bırakması eğitime verdiği öneme örnektir.",Yansıtıcı,60
Tabloda verilen fetihler ve halifeler arasındaki eşleştirmelerden hangisi doğrudur?,"Tabloda verilen eşleştirmelerden Kudüs, Suriye-Filistin, İran'ın Hz. Ömer döneminde fethedildiği bilgisi doğrudur.",Olgusal,60
Hz. Osman dönemi ile ilgili tabloda verilen bilgi doğru mudur? Açıklayınız.,"Hayır, tabloda verilen bilgi doğru değildir. Devlet merkezi Medine'den Kufe'ye Hz. Ali döneminde taşınmıştır, Hz. Osman döneminde değil.",Analitik,60
Gazneliler Devleti nerede kurulmuştur?,"Gazneliler Devleti, Horasan, Afganistan ve Kuzey Hindistan'da kurulmuştur.",Olgusal,61
Gazneli Mahmud'un Abbasi Halifesi adına hutbe okutmasının önemi nedir?,"Gazneli Mahmud'un Abbasi Halifesi adına hutbe okutması, devletin meşruiyetini ve İslam dünyasındaki nüfuzunu artırmıştır, bu da devletin en parlak dönemini yaşamasına katkı sağlamıştır.",Kavramsal,61
Gazneli Mahmud hangi unvanı ilk kullanan Türk hükümdarıdır?,"Gazneli Mahmud, Türk hükümdarları arasında ""sultan"" unvanını ilk kullanan kişidir.",Olgusal,61
Malazgirt Savaşı'nın Anadolu'nun Türkleşmesi üzerindeki etkileri nelerdir?,"Malazgirt Savaşı sonucunda Anadolu'nun kapıları Türklere açılmış, Anadolu'nun Türk yurdu olma süreci başlamış ve İslamiyet Anadolu'da hızla yayılmaya başlamıştır.",Yansıtıcı,61
Takas usulüyle ticaretin keşfedilmesine ne sebep olmuştur?,"İhtiyacından fazla üretim yapan insanların, ihtiyaç duydukları başka ürünlerle kendi ürünlerini değiştirmesi takas usulüyle ticaretin keşfedilmesine sebep olmuştur.",Nedensel,61
Paranın icadı ticareti nasıl etkilemiştir?,"Lidyalıların parayı icat etmesiyle ticaret daha kolay ve yaygın hale gelmiş, şehirler, ülkeler ve farklı coğrafyalar arasında ticaret yolları kurularak ticaret uluslararası bir ekonomik faaliyet haline gelmiştir.",Nedensel,61
İpek Yolu ve Baharat Yolu'nun İlk ve Orta Çağ'daki önemi neydi?,"İpek Yolu ve Baharat Yolu, İlk ve Orta Çağ'da ticari faaliyetlerin en aktif yapıldığı güzergâhlar olmuştur.",Bağlamsal,61
Anadolu'da kurulan ilk Türk beylikleri hangileridir?,"Anadolu'da kurulan ilk Türk beylikleri Danişmentliler, Mengücekliler, Saltuklular ve Artuklulardır.",Listeleme,61
Yağıbasan Medresesi hangi beylik tarafından yaptırılmıştır?,"Yağıbasan Medresesi, Danişmentliler tarafından yaptırılmıştır.",Olgusal,61
Mama Hatun Külliyesi hangi beyliğe aittir?,"Mama Hatun Külliyesi, Saltuklular'a aittir.",Olgusal,61
Bu metnin ana teması nedir?,Metnin ana teması küresel bağlantılar ve sınıftır.,Olgusal,62
Bu metin hangi yayın tarafından yayınlanmıştır?,Bu metin PRF Yayınları tarafından yayınlanmıştır.,Olgusal,62
Bu metin hangi dersin veya konunun bir parçası olabilir?,"Bu metin, küresel bağlantılar konusunu ele alan bir sınıfın veya dersin bir parçası olabilir.",Bağlamsal,62
Bu metinde 'Ünite 7' ifadesi ne anlama geliyor olabilir?,"'Ünite 7' ifadesi, bu metnin daha büyük bir ders kitabının veya müfredatın yedinci bölümü olduğunu gösteriyor olabilir.",Varsayımsal,62
Bu metnin amacı ne olabilir?,"Bu metnin amacı, küresel bağlantılar konusunu öğrencilere tanıtmak ve bu konuda bilgi vermektir.",Kavramsal,62
Bu metnin hedef kitlesi kimlerdir?,"Bu metnin hedef kitlesi, küresel bağlantılar hakkında bilgi edinmek isteyen öğrencilerdir.",Bağlamsal,62
Bu metinde hangi konular ele alınmış olabilir?,"Bu metinde, küresel ticaret, kültürler arası iletişim, uluslararası ilişkiler gibi konular ele alınmış olabilir.",Spekülatif,62
Küresel bağlantılar neden önemlidir?,"Küresel bağlantılar, farklı kültürler ve ekonomiler arasındaki etkileşimi artırarak, işbirliğini teşvik eder ve dünya sorunlarına çözüm bulmaya yardımcı olur.",Kavramsal,62
Bu metin hangi eğitim seviyesine uygun olabilir?,"Bu metin, ortaokul veya lise düzeyindeki öğrencilere uygun olabilir.",Bağlamsal,62
Bu metnin içeriği ne tür öğrenme aktiviteleri için kullanılabilir?,"Bu metnin içeriği, tartışma, sunum, proje ödevi gibi öğrenme aktiviteleri için kullanılabilir.",Yöntemsel,62
Millî dış politika ilkeleri nelerdir?,"Metinde belirtilen millî dış politika ilkeleri eşitlik, akılcılık, barışçılık ve gerçekçiliktir.",Listeleme,63
"""Yurtta barış, dünyada barış"" ilkesi ne anlama gelir?","Bu ilke, Türkiye'nin hem kendi içinde hem de uluslararası alanda barışı ve dostluğu ön planda tuttuğunu ifade eder.",Kavramsal,63
"Türkiye, dünya barışına katkı sağlamak için hangi çalışmaları yapmıştır?","Türkiye, özellikle komşularıyla iyi ilişkiler kurmaya çalışmış, Balkan Antantı ve Sadabat Paktı gibi antlaşmalar yapmıştır.",Olgusal,63
Balkan Antantı ve Sadabat Paktı hangi amaçla yapılmıştır?,"Bu antlaşmalar, Türkiye'nin batısındaki ve doğusundaki devletlerle ortak çıkarlar etrafında dostluk ve iş birliği kurma amacını taşımaktadır.",Nedensel,63
Türkiye hangi sorunları barışçıl yollarla çözmüştür?,"Türkiye, Boğazlar, Irak ve Suriye sınırı, Yunanistan ile nüfus değişimi gibi sorunları barışçıl yollarla çözüme kavuşturmuştur.",Olgusal,63
Günümüzde Türkiye'nin komşularıyla ilişkileri nasıldır?,"Türkiye, günümüzde komşularıyla özellikle ticari ilişkilerini geliştirmiş ve komşu ülkelerden çıkan petrol ve doğal gazın boru hatlarıyla dünyaya pazarlanmasında önemli bir rol oynamaktadır.",Bağlamsal,63
Atatürk'ün dış politikadaki gerçekçilik ilkesi neyi ifade eder?,"Atatürk'ün gerçekçilik ilkesi, ulaşılması imkansız hayaller peşinde koşmak yerine mevcut şartların gerekliliklerine göre hareket etmenin önemini vurgular.",Kavramsal,63
Türkiye'nin tam bağımsızlık ilkesine uygun davrandığı bir örnek verin.,"Yeni Türk Devleti kurulduğu yıllarda, yabancı okullarla ilgili düzenleme yapılmak istendiğinde bazı Avrupa devletlerinin baskısına rağmen Türkiye kendi çıkarlarına göre kararlar almıştır.",Olgusal,63
Türkiye'nin dış politikasında komşularını siyasi baskı altına almadığı nasıl anlaşılır?,"Türkiye, komşularıyla ortak çıkarlar etrafında antlaşmalar yapmış, dostluk ilişkileri kurmuş ve barış içinde yaşamayı esas almıştır. Bu durum, siyasi baskı uygulamadığının bir göstergesidir.",Analitik,63
"""Yurtta barış, dünyada barış"" ilkesinin günümüzdeki dış politikamız üzerindeki etkisi nedir?","Bu ilke, günümüzde de Türkiye'nin diğer devletlerle düşmanlık yerine dostluk kurma, uluslararası barışa katkı sağlama ve sorunları diyalog yoluyla çözme çabalarını şekillendirmeye devam etmektedir.",Yansıtıcı,63
1991 yılında dağılan devlet hangisidir ve bu dağılma sonucunda hangi Türk devletleri kurulmuştur?,"1991'de dağılan devlet SSCB'dir. Bu dağılma sonucunda Azerbaycan, Kazakistan, Türkmenistan, Kırgızistan ve Özbekistan gibi bağımsız Türk devletleri kurulmuştur.",Olgusal,64
Uluslararası Türk Kültür Teşkilatı'nın temel amacı nedir?,"Uluslararası Türk Kültür Teşkilatı'nın temel amacı Türk kültürünü gelecek nesillere aktarmak, dünyaya tanıtmak ve Türk halkları arasında gönül birliğini güçlendirmektir.",Kavramsal,64
Türk Dili Konuşan Ülkeler İşbirliği Konseyi (TDİK) neyi amaçlar?,"TDİK, Türk dili konuşan ülkeler arasında dayanışma ve her alanda iş birliğini teşvik etmeyi ve dünya barışına katkı sağlamayı amaçlar.",Kavramsal,64
TİKA'nın (Türk İşbirliği ve Kalkınma Dairesi Başkanlığı) temel işlevleri nelerdir?,"TİKA, Türk dilini konuşan topluluklar arasında kültürel bağları güçlendirmek, üye ülkeler arasında işbirliği yaparak bu ülkelerin kalkınmasını sağlamak ve Türk devletleri ile Türkçe konuşan geniş coğrafya arasında kültürel ilişkilerin gelişmesine zemin hazırlamayı amaçlar.",Kavramsal,64
Türkiye'nin 1991'de SSCB'nin dağılmasından sonra Orta Asya Türk Cumhuriyetlerini tanımasının ve büyükelçilik açmasının nedeni nedir?,"Türkiye'nin bu devletlerle tarihî, kültürel, dinî vb. alanlarda ortak bağlarının olması bu duruma neden olmuştur.",Nedensel,64
Orta Asya Türk Cumhuriyetleri ile Türkiye arasındaki ortak değerlerden hangisi farklı alanlarda ilişkilerin gelişmesine zemin hazırlamamıştır?,"Teknoloji, Orta Asya Türk Cumhuriyetleri ile Türkiye arasındaki ortak değerlerden değildir ve farklı alanlarda ilişkilerin gelişmesine zemin hazırlamamıştır.",Analitik,64
"Aşağıdaki kuruluşlardan hangisi doğrudan Türk Dünyasına yönelik çalışma yapmak için kurulmamıştır: TİKA, TRT AVAZ, NATO, TÜRKSOY?","NATO, doğrudan Türk Dünyasına yönelik çalışma yapmak için kurulmamıştır.",Analitik,64
"Hangi teşkilat, Türk halkları arasında gönül birlikteliğine bağlı birlik ve beraberlik ruhunu sağlayarak kardeşliği güçlendirmeyi amaçlar ve Türk kültürünü gelecek nesillere aktarmak için çalışır?","Uluslararası Türk Kültürü Teşkilatı, Türk halkları arasında gönül birlikteliğine bağlı birlik ve beraberlik ruhunu sağlayarak kardeşliği güçlendirmeyi amaçlar ve Türk kültürünü gelecek nesillere aktarmak için çalışır.",Olgusal,64
Üye devletlerin kalkınmalarına yardımcı olmak amacıyla kurulan ve günümüzde 5 kıtada 170'den fazla kalkınma merkezli iş birliği çalışması yapan kuruluş hangisidir?,"TİKA (Türk İş Birliği ve Koordinasyon Ajansı Başkanlığı), üye devletlerin kalkınmalarına yardımcı olmak amacıyla kurulmuştur ve günümüzde 5 kıtada 170'den fazla kalkınma merkezli iş birliği çalışması yapmaktadır.",Olgusal,64
"Bağımsız Türk Cumhuriyetlerinden olmayan devlet hangisidir? (Azerbaycan, Türkmenistan, Kırgızistan, Pakistan)","Pakistan, bağımsız Türk Cumhuriyetlerinden değildir.",Olgusal,64
Uluslararası ilişkilerde ticari faaliyetlerin önemi nedir?,Uluslararası ilişkilerde ticari faaliyetler çok önemli bir yere sahiptir. Ticari ilişkileri gelişen ülkelerin siyasi ve diğer alanlardaki ilişkileri de gelişir.,Olgusal,65
"Türkiye'nin komşu ülkelerle ticari ilişkileri, diğer alanlardaki ilişkilerini nasıl etkiler?","Türkiye'nin hem komşu ülkelerle hem de diğer ülkelerle yaptığı ticari ilişkiler, diğer alanlardaki ilişkilerini de geliştirmektedir.",Kavramsal,65
Türkiye'nin komşuları kimlerdir?,"Türkiye'nin komşuları Bulgaristan, Yunanistan, Suriye, Irak, İran, Azerbaycan, Ermenistan ve Gürcistan'dır.",Listeleme,65
Türkiye'nin komşu ülkelere açılan sınır kapılarının faydaları nelerdir?,"Türkiye'nin komşu ülkelere açılan sınır kapıları sayesinde ulaşım, ticaret ve turizm gibi faaliyetler gelişmiştir.",Olgusal,65
TÜİK'in 2017 verilerine göre ihracatın en fazla ve en az olduğu komşu ülkeler hangileridir?,"TÜİK'in 2017 verilerine göre ihracatın en fazla olduğu komşu ülke Irak (9.056.661 dolar), en az olduğu komşu ülke ise Ermenistan'dır (13 bin dolar).",Olgusal,65
TÜİK'in 2017 verilerine göre ithalatın en fazla ve en az olduğu komşu ülkeler hangileridir?,"TÜİK'in 2017 verilerine göre ithalatın en fazla olduğu ülke İran (7.492.170 dolar), en az olduğu ülke ise yine Ermenistan'dır (2.145 dolar).",Olgusal,65
Türkiye'nin komşularıyla ticari ilişkilerinin gelişmesinin nedenleri neler olabilir?,"Coğrafi yakınlık ve ulaşım kolaylığı, ülkelerin ihtiyaçlarını karşılama zorunluluğu gibi faktörler Türkiye'nin komşularıyla ticari ilişkilerinin gelişmesinde etkili olabilir.",Nedensel,65
Sınır ticaretinin Türkiye'ye ne gibi faydaları vardır?,Sınır ticareti sayesinde Türkiye ekonomik kazanç sağlar ve komşu ülkelerle iyi ilişkiler kurulmasına katkıda bulunur.,Yansıtıcı,65
Türkiye'nin hangi komşularıyla ticaret hacmi birbirine yakındır?,TÜİK verilerine göre Türkiye'nin İran ve Irak ile olan ticaret hacmi birbirine yakındır.,Analitik,65
Türkiye'nin Ermenistan ile olan ticari ilişkileri neden diğer komşularına göre daha düşüktür?,"Metinde bu durumun nedenine dair doğrudan bir bilgi bulunmamaktadır, ancak siyasi veya tarihi faktörler etkili olabilir.",Spekülatif,65
Hazar Denizi havzasında yer alan ve doğal gaz ve petrol bakımından zengin olan Türk Cumhuriyetleri hangileridir?,"Azerbaycan, Türkmenistan ve Kazakistan.",Olgusal,66
Türkiye'nin Türk Cumhuriyetleri'ne ihraç ettiği başlıca ürünler nelerdir?,"Otomobil, alüminyum ürünleri, demir ve çelik eşya, konfeksiyon ürünleri, mobilya, beyaz eşya, mineral yakıt ve yağlar, plastik ve plastik ürünler, makine, elektrikli makine ve makine cihazları ile gıda maddeleri (makarna, şeker, bisküvi, çay vb.), sebze ve meyve.",Listeleme,66
Türkiye'nin Türk Cumhuriyetleri'nden ithal ettiği başlıca ürünler nelerdir?,"Petrol ve doğal gaz, plastik ve plastik ürünleri, bakır, alüminyum, çinko, mineral yakıtlar ve yağlar, hurda demir-çelik ve hurda bakır, konfeksiyon ürünleri, halı, pamuk, ipek, ham deri, sabun ve boya.",Listeleme,66
"Metinde yer alan bilgilere göre, Türk Cumhuriyetleri dünya ekonomisinde hangi alanda söz sahibidir?",Doğal gaz ve petrol kaynakları bakımından zengin olmaları nedeniyle enerji alanında söz sahibidirler.,Çıkarımsal,66
Türkiye'nin Azerbaycan'a sattığı ve Azerbaycan'dan aldığı bazı ürünler nelerdir?,"Türkiye Azerbaycan'a makine ve cihazları, elektrikli cihazlar, mobilya ve plastik ürünler satarken, Azerbaycan'dan doğal gaz, petrol, bakır ve alüminyum almaktadır.",Olgusal,66
Tablodaki bilgilere göre Türkiye'nin Azerbaycan ile ticaretinde hangi yorum yanlıştır: Türkiye yapılan ticaretten daha fazla kar elde etmiştir?,Tablodaki bilgiler tek başına Türkiye'nin daha fazla kar elde ettiğini göstermez. Ticaret hacmi ve maliyetler gibi ek bilgilere ihtiyaç vardır.,Analitik,66
