question,answer,question_type,page
Tonyukuk'un Bilge Kağan'ın Budizm'i yayma isteğine karşı çıkma nedenleri arasında aşağıdakilerden hangisi yer almaz?,"Metinde Tonyukuk'un Bilge Kağan'ın Budizm'i yayma isteğine karşı çıkma nedenleri arasında yer almayan bir seçenek belirtilmemiştir. Verilen tüm seçenekler (A, B, C, D) Tonyukuk'un karşı çıkma nedenleri arasında yer alabilir.",Analitik,51
Türklerin İslamiyet'i kabul etmesi ile birlikte hangi alanlarda değişimler yaşanmıştır?,"Türklerin İslamiyet'i kabul etmesi ile birlikte siyasi, sosyal ve kültürel alanlarda değişimler yaşanmıştır.",Olgusal,51
Türklerin İslamiyet'i kabul etmeden önceki hayatlarına ait özellikler nelerdir?,"Türklerin İslamiyet'i kabul etmeden önceki hayatlarına ait özellikler arasında toplumsal hayatta sözlü hukuk kurallarına göre hareket edilmesi, ülkenin doğu ve batı olmak üzere ikiye ayrılarak yönetilmesi ve yarı göçebe bir yaşam sürülmesi yer almaktadır.",Listeleme,51
"Hükümdar adına cuma namazlarında hutbe okutulması, Türklerin hangi dönemine aittir?","Hükümdar adına cuma namazlarında hutbe okutulması, Türklerin İslamiyet'i kabul etmesinden sonraki döneme aittir.",Olgusal,51
Türklerin İslamiyet'i kabul ettikten sonraki değişimlere hangi örnek verilebilir?,Türklerin İslamiyet'i kabul ettikten sonraki değişimlere hükümdar adına hutbe okutulması örnek olarak verilebilir.,Olgusal,51
İslamiyet'in kabulü Türklerin hangi yaşam tarzlarını etkilemiştir?,"İslamiyet'in kabulü Türklerin siyasi, sosyal ve kültürel yaşam tarzlarını etkilemiştir.",Kavramsal,51
Türklerin İslamiyet öncesi ve sonrası yaşamlarındaki temel farklar nelerdir?,"Türklerin İslamiyet öncesi yaşamlarında sözlü hukuk kuralları, ikili yönetim ve göçebe yaşam tarzı varken, İslamiyet sonrası dönemde hutbe okutulması gibi İslami uygulamalar görülmektedir.",Analitik,51
Türklerin Anadolu'yu yurt edinme sürecinde sosyokültürel faktörlerin önemi nedir?,"Türklerin Anadolu'yu yurt edinme sürecinde sosyokültürel faktörler, yerli halkla etkileşim, kültürel uyum ve toplumsal kabul görme açısından önemlidir. İbn Batuta'nın belirttiği gibi cömertlik ve şefkat gibi değerler bu süreci kolaylaştırmıştır.",Kavramsal,51
Bu ünitenin temel konusu nedir?,Bu ünitenin temel konusu 'Etkin Vatandaşlık'tır.,Olgusal,52
Bu metin hangi yayın tarafından hazırlanmıştır?,Bu metin PRF Yayınları tarafından hazırlanmıştır.,Olgusal,52
Etkin vatandaşlık kavramı neden önemlidir?,"Etkin vatandaşlık, bireylerin toplumun işleyişine aktif olarak katılarak, haklarını ve sorumluluklarını bilerek daha iyi bir toplum oluşturmalarına katkıda bulunduğu için önemlidir.",Kavramsal,52
Bu ünitenin amacı nedir?,"Bu ünitenin amacı, öğrencilere etkin vatandaşlık kavramını öğretmek ve onları bu konuda bilinçlendirmektir.",Kavramsal,52
Etkin vatandaşlık hangi bağlamda belirtilmiştir?,"Metinde etkin vatandaşlık, 6. sınıf müfredatının bir parçası olarak belirtilmiştir.",Bağlamsal,52
Bir bireyi etkin vatandaş yapan unsurlar nelerdir?,"Bu metinde doğrudan belirtilmemiş olsa da, etkin vatandaşlık genellikle haklarını bilme, sorumluluklarını yerine getirme ve toplumsal konulara katılım gibi unsurları içerir.",Yöntemsel,52
Etkin vatandaşlık kavramı pasif vatandaşlık ile nasıl karşılaştırılır?,"Etkin vatandaşlık, bireylerin aktif olarak topluma katılımını ve sorunlara çözüm aramasını içerirken, pasif vatandaşlık sadece yasalara uymayı ve oy kullanmayı kapsar.",Analitik,52
Bireylerin etkin vatandaşlık becerilerini geliştirmeleri için neler yapılabilir?,"Bireylerin etkin vatandaşlık becerilerini geliştirmeleri için eğitimler verilebilir, sivil toplum kuruluşlarına katılım teşvik edilebilir ve toplumsal sorunlara çözüm odaklı yaklaşımlar desteklenebilir.",Yöntemsel,52
Eğer vatandaşlar etkin olmazsa ne gibi sonuçlar ortaya çıkabilir?,"Vatandaşlar etkin olmazsa, toplumda adaletsizlikler artabilir, kamu hizmetleri yetersiz kalabilir ve demokratik süreçler zayıflayabilir.",Varsayımsal,52
Etkin vatandaşlığın toplum üzerindeki etkileri nelerdir?,"Etkin vatandaşlık, daha adil, şeffaf ve katılımcı bir toplumun oluşmasına katkıda bulunur.",Yansıtıcı,52
Neden bazı insanlar etkin vatandaşlık konusunda isteksiz olabilir?,"Bazı insanlar, zaman eksikliği, bilgi yetersizliği, güvensizlik veya toplumsal değişimin mümkün olmadığına dair inanç gibi nedenlerle etkin vatandaşlık konusunda isteksiz olabilirler.",Spekülatif,52
Etkin vatandaşlığın temel unsurları nelerdir?,"Etkin vatandaşlığın temel unsurları arasında bilgi sahibi olma, eleştirel düşünme, iletişim kurma, işbirliği yapma ve sorun çözme becerileri yer alır.",Listeleme,52
Etkin vatandaşlık kavramından çıkarılacak ana ders nedir?,"Etkin vatandaşlık kavramından çıkarılacak ana ders, her bireyin toplumun iyiliği için aktif rol oynaması gerektiğidir.",Özetleme,52
Bu ünite hangi sınıf seviyesi için hazırlanmıştır?,Bu ünite 6. sınıf seviyesi için hazırlanmıştır.,Olgusal,52
Etkin vatandaşlık eğitiminin genç nesiller için önemi nedir?,"Etkin vatandaşlık eğitimi, genç nesillerin bilinçli, sorumluluk sahibi ve topluma katkıda bulunan bireyler olarak yetişmelerini sağlar.",Kavramsal,52
Demokrasi nedir?,"Demokrasi, halkın kendi kendini yönetmesidir. Vatandaşlar seçim yoluyla kendilerini yönetecek kişileri seçerler.",Olgusal,53
Demokrasinin temel ilkeleri nelerdir?,"Demokrasinin temel ilkeleri eşitlik, katılım, özgürlük, çoğunluk, çoğulculuk ve milli egemenliktir.",Listeleme,53
Eşitlik ilkesi demokraside ne anlama gelir?,"Eşitlik ilkesi, tüm yurttaşların kanun önünde eşit haklara sahip olması anlamına gelir.",Olgusal,53
Katılım ilkesi demokraside neden önemlidir?,"Katılım ilkesi, halkın yöneticilerin kararlarını etkilemesini ve gerektiğinde değiştirebilmesini sağlayarak yönetime dahil olmasını sağlar.",Kavramsal,53
Özgürlük ilkesi neyi ifade eder?,"Özgürlük ilkesi, insanların başkalarının özgürlüğünü engellemeden istediği gibi düşünüp inanabilmesini ifade eder.",Olgusal,53
Çoğunluk ilkesi demokraside nasıl işler?,"Çoğunluk ilkesi, seçimlerde en çok oyu alan parti veya kişinin ülkeyi idare etme hakkına sahip olmasını ifade eder.",Yöntemsel,53
Çoğulculuk ilkesinin önemi nedir?,"Çoğulculuk ilkesi, farklı fikirlere saygı gösterilmesi ve bu fikirlerin yönetime yansımasını sağlayarak demokrasinin daha kapsayıcı olmasını sağlar.",Kavramsal,53
Milli egemenlik ne anlama gelir ve nasıl kullanılır?,"Milli egemenlik, yönetme yetkisinin millete ait olması anlamına gelir. Millet bu hakkını seçtiği temsilciler aracılığıyla kullanır.",Olgusal,53
Temsili demokrasi nedir?,"Temsili demokrasi, milletin yönetme hakkını seçtiği temsilciler aracılığıyla kullandığı yönetim şeklidir.",Olgusal,53
Halkın seçtiği temsilciler nerede toplanır ve ne yaparlar?,Halkın seçtiği temsilciler meclis veya parlamento olarak adlandırılan yerde toplanır ve halk adına kararlar alırlar.,Olgusal,53
"Aşağıdakilerden hangisi demokrasinin temel ilkelerinden değildir: Baskı, Eşitlik, Ayrımcılık, Çoğunluk?",Baskı ve Ayrımcılık demokrasinin temel ilkelerinden değildir.,Analitik,53
"Bir ülkede insanlar anayasal sınırlar içinde kalarak istediklerini düşünebiliyor ve inanabiliyorlarsa, bu hangi demokrasi ilkesiyle ilgilidir?",Bu durum özgürlük ilkesiyle ilgilidir.,Bağlamsal,53
Demokraside her görüşe saygı gösterilmesi ve bu görüşlerin siyasi partilerle temsil edilmesine fırsat verilmesi hangi ilkeyle açıklanır?,Bu durum çoğulculuk ilkesiyle açıklanır.,Bağlamsal,53
Nüfusun kalabalık olduğu ülkelerde halkın egemenlik hakkını temsilciler aracılığıyla kullanması ne olarak adlandırılır?,Bu durum temsili demokrasi olarak adlandırılır.,Olgusal,53
"Çoğulculuk ilkesinin uygulandığı, hukukun üstünlüğünün olduğu ve vatandaşların seçme seçilme hakkını kullanarak ülke yönetimine katıldığı yönetim şekli hangisidir?",Bu özelliklere sahip yönetim şekli cumhuriyettir.,Analitik,53
Monarşi nedir?,"Monarşi, ülkeyi yönetme yetkisinin tek bir kişiye ait olduğu yönetim şeklidir.",Olgusal,54
Mutlak monarşi ile meşruti monarşi arasındaki temel fark nedir?,Mutlak monarşide ülkeyi yönetme yetkisi tamamen tek kişiye aittir; meşruti monarşide ise kralın yanında halkın seçtiği bir meclis de yönetimde söz sahibidir.,Analitik,54
Oligarşi ne anlama gelir?,"Oligarşi, ülkeyi yönetme yetkisinin bir gruba ya da azınlığa ait olduğu yönetim şeklidir.",Olgusal,54
Teokrasi hangi ilkelere göre yönetilir?,"Teokrasi, ülkenin dinî kurallara göre yönetildiği yönetim şeklidir.",Olgusal,54
Cumhuriyetin temel özelliği nedir?,"Cumhuriyetin temel özelliği, ülkeyi yönetme yetkisinin halka ait olmasıdır.",Olgusal,54
"Halk, cumhuriyette yönetme yetkisini nasıl kullanır?","Halk, cumhuriyette seçtiği milletvekilleri aracılığıyla yönetme yetkisini kullanır.",Yöntemsel,54
"Bir ülkede teokratik yönetim varsa, bu yönetimin özellikleri nelerdir?","Teokratik yönetimde devlet yönetiminde dinî kurallar etkilidir, yöneticiler tüm işlerini Tanrı adına yaparlar ve yönetimde din adamlarının görüşleri etkilidir.",Listeleme,54
Cumhuriyet yönetiminde halk yöneticilerinden memnun değilse ne olur?,"Cumhuriyet yönetiminde halk, yöneticilerinden memnun olmadığında onları değiştirme yetkisine sahiptir.",Varsayımsal,54
Arda'nın tanımı hangi yönetim şeklini ifade etmektedir?,"Arda'nın tanımı, egemenlik hakkının tek kişiye ait olduğu yönetim biçimi olan monarşiyi ifade etmektedir.",Bağlamsal,54
Müge'nin tanımı hangi yönetim şeklini ifade etmektedir?,"Müge'nin tanımı, devlet yönetiminde dinî kuralların etkili olduğu yönetim biçimi olan teokrasiyi ifade etmektedir.",Bağlamsal,54
Sefa'nın tanımı hangi yönetim şeklini ifade etmektedir?,"Sefa'nın tanımı, egemenliğin bir gruba ya da küçük bir azınlığa ait olduğu yönetim biçimi olan oligarşiyi ifade etmektedir.",Bağlamsal,54
Cumhuriyet yönetiminde ülke yönetiminde görev alan kişiler nasıl belirlenir?,Cumhuriyet yönetiminde ülke yönetiminde görev alan kişiler halk tarafından seçilir.,Yöntemsel,54
Melek Öğretmen'in tahtaya yazdığı açıklama hangi demokrasi ilkesini temsil etmektedir?,"Melek Öğretmen'in tahtaya yazdığı açıklama, yönetme yetkisinin millete verilmesi ve milletin bu hakkını milletvekilleri aracılığıyla kullanması sebebiyle milli egemenlik ilkesini temsil etmektedir.",Bağlamsal,54
Cumhuriyet yönetimini doğru tanımlayan ifadeler nelerdir?,"Cumhuriyet yönetimini doğru tanımlayan ifadeler: Halk yöneticilerini belli bir süreliğine seçer, demokrasi ile ilişkilendirilebilecek bir yönetim biçimidir ve yönetimde halk egemenliği vardır.",Listeleme,54
Teokratik bir yönetimde kuvvetler ayrılığı ilkesi uygulanır mı?,"Hayır, teokratik bir yönetimde kuvvetler ayrılığı ilkesi uygulanmaz. Yönetimde din adamlarının görüşleri etkilidir ve devlet yönetiminde dinî kurallar geçerlidir.",Analitik,54
Demokratik ülkelerde devlet işlerinin düzenli yürütülebilmesi için görev ve sorumluluklar kaç ana güce dağıtılmıştır?,"Demokratik ülkelerde devlet işlerinin düzenli yürütülebilmesi için görev ve sorumluluklar üç ana güce dağıtılmıştır: Yasama, Yürütme ve Yargı.",Olgusal,55
Yasama yetkisi nedir?,"Yasama yetkisi, devletin yasa (kanun) yapma, değiştirme ve yürürlükten kaldırma yetkisidir.",Olgusal,55
Türkiye'de yasama yetkisi hangi kuruma aittir?,Türkiye'de yasama yetkisi Türkiye Büyük Millet Meclisi'ne (TBMM) aittir.,Olgusal,55
TBMM milletvekilleri kimleri temsil eder?,"TBMM milletvekilleri sadece kendi seçildiği bölgeleri değil, tüm milleti temsil ederler.",Olgusal,55
TBMM'nin bazı görev ve yetkileri nelerdir?,"TBMM'nin bazı görev ve yetkileri şunlardır: Kanun yapmak, değiştirmek ve kaldırmak; genel ve özel af ilanına karar vermek; para basılmasına karar vermek; savaş ilanına karar vermek.",Listeleme,55
Anayasa'nın 7. maddesi neyi ifade eder?,"Anayasa'nın 7. maddesi, yasama yetkisinin Türk Milleti adına Türkiye Büyük Millet Meclisi'ne ait olduğunu ve bu yetkinin devredilemeyeceğini ifade eder.",Olgusal,55
Yürütme organı görevlerini yerine getirirken nelere uymak zorundadır?,Yürütme organı görevlerini yerine getirirken anayasaya ve yasalara uymak zorundadır.,Olgusal,55
Yürütme organının yaptığı işlerin hukuka uygunluğunu kim denetler?,Yürütme organının yaptığı işlerin hukuka uygunluğunu Danıştay ve İdare Mahkemeleri gibi yüksek mahkemeler denetler.,Olgusal,55
Güçler ayrılığı ilkesi ne anlama gelir?,"Güçler ayrılığı ilkesi, devletin gücünün ve görevlerinin yasama, yürütme ve yargı organları arasında dağılması anlamına gelir.",Kavramsal,55
Yasama yetkisinin devredilemez olmasının önemi nedir?,"Yasama yetkisinin devredilemez olması, demokrasinin temel prensiplerinden biridir ve gücün tek elde toplanmasını engelleyerek halkın temsilinin korunmasını sağlar.",Kavramsal,55
Yargı organının yürütme organını denetlemesi neden önemlidir?,"Yargı organının yürütme organını denetlemesi, hukukun üstünlüğünü sağlamak ve yönetenlerin keyfi uygulamalarını engelleyerek vatandaşların haklarını korumak için önemlidir.",Kavramsal,55
TBMM'nin savaş ilanına karar verme yetkisi ne anlama gelir?,"TBMM'nin savaş ilanına karar verme yetkisi, devletin en önemli kararlarından birini alma yetkisidir ve bu yetki, halkın temsilcileri aracılığıyla kullanılmasını sağlayarak demokratik kontrolü garanti eder.",Analitik,55
Yürütme organı anayasa ve yasalara uymazsa ne olur?,"Yürütme organı anayasa ve yasalara uymazsa, yargı organı tarafından denetlenir ve hukuka aykırı işlemleri iptal edilebilir. Ayrıca, bu durum yöneticilerin cezai sorumluluğuna yol açabilir.",Varsayımsal,55
TBMM'nin genel af ilan etme yetkisi hangi durumlarda kullanılır?,"TBMM'nin genel af ilan etme yetkisi, toplumda birlik ve beraberliği sağlamak, siyasi veya sosyal nedenlerle oluşan mağduriyetleri gidermek amacıyla kullanılır. Ancak bu yetki, belirli suçları kapsamayabilir ve anayasal sınırlamalara tabidir.",Bağlamsal,55
"Yasama, yürütme ve yargı arasındaki denge nasıl sağlanır?","Yasama, yürütme ve yargı arasındaki denge, her organın yetki alanının anayasa ile belirlenmesi, birbirlerini denetleyebilmeleri ve hiçbir organın diğerleri üzerinde mutlak bir hakimiyet kuramaması ile sağlanır. Bu denge, kuvvetler ayrılığı ilkesinin temelini oluşturur.",Yöntemsel,55
Yürütme nedir?,"Yürütme, meclisin yaptığı yasaları uygulamak ve yasalara uygun olarak ülkeyi yönetmektir.",Olgusal,56
Cumhurbaşkanının görev ve yetkilerinden bazıları nelerdir?,"Cumhurbaşkanının görev ve yetkilerinden bazıları milletlerarası antlaşmaları onaylamak ve yayımlamak, cumhurbaşkanı yardımcılarını ve bakanları atamak, görevlerine son vermek ve TBMM adına Türk Silahlı Kuvvetlerinin Başkomutanlığını temsil etmektir.",Listeleme,56
Yargının temel amacı nedir?,"Yargının temel amacı, toplum hayatında ortaya çıkan hukuka aykırılıkları belirlemek, uyuşmazlıkları çözmek ve yasalara uymayanları cezalandırmaktır.",Olgusal,56
Türkiye'de yargı yetkisi hangi mahkemeler tarafından kullanılır?,"Türkiye'de yargı yetkisi, Anayasa Mahkemesi, Yargıtay, Danıştay ve İdare Mahkemeleri gibi çeşitli mahkemeler tarafından kullanılır.",Olgusal,56
Kuvvetler ayrılığı ilkesi nedir?,"Kuvvetler ayrılığı, devletin gücünün ve görevlerinin yasama, yürütme ve yargı organları arasında dağılmasıdır. Bu, yasama, yürütme ve yargı güçlerinin birbirlerinin görev alanlarına müdahale etmeden ayrı ayrı çalışması anlamına gelir.",Kavramsal,56
Kuvvetler ayrılığı ilkesi demokrasilerde neden önemlidir?,"Kuvvetler ayrılığı ilkesi, devlet düzeninin doğru bir şekilde işleyişi açısından önemlidir.",Kavramsal,56
T.C. Anayasası'nın 8. maddesi neyi düzenler?,"T.C. Anayasası'nın 8. maddesi, yürütme yetkisi ve görevini düzenler.",Olgusal,56
T.C. Anayasası'nın 9. maddesi neyi düzenler?,"T.C. Anayasası'nın 9. maddesi, yargı yetkisini düzenler.",Olgusal,56
Yürütme yetkisi kim tarafından kullanılır ve yerine getirilir?,"Yürütme yetkisi, Cumhurbaşkanı tarafından, Anayasaya ve kanunlara uygun olarak kullanılır ve yerine getirilir.",Olgusal,56
Yargı yetkisi kim adına kullanılır?,"Yargı yetkisi, Türk Milleti adına bağımsız ve tarafsız mahkemelerce kullanılır.",Olgusal,56
Anayasa'da yapılan değişiklik ile yürütme yetkisinde ne gibi bir değişiklik olmuştur?,"Halk oylaması ile Anayasa'da yapılan değişiklikle yürütme yetkisi, Cumhurbaşkanı ve Bakanlar Kurulu tarafından kullanılmasından, yalnızca Cumhurbaşkanı tarafından kullanılmasına geçilmiştir.",Olgusal,56
Kuvvetler ayrılığı ilkesi uygulanmasaydı ne olurdu?,"Kuvvetler ayrılığı ilkesi uygulanmasaydı, güçler tek elde toplanır ve bu durum demokrasinin işleyişini olumsuz etkileyebilirdi.",Varsayımsal,56
Yargı bağımsızlığı ilkesinin benimsenmesi ne anlama gelir?,"Yargı bağımsızlığı ilkesinin benimsenmesi, yargının diğer devlet organlarından bağımsız olarak karar verebilmesi anlamına gelir. Bu, hukukun üstünlüğünün sağlanması için önemlidir.",Kavramsal,56
Metinde bahsedilen üç kuvvet nelerdir?,"Metinde bahsedilen üç kuvvet yasama, yürütme ve yargıdır.",Listeleme,56
"Yasama, yürütme ve yargı arasındaki temel fark nedir?","Yasama yasaları yapar, yürütme bu yasaları uygular ve yargı ise yasaların uygulanmasını denetler ve hukuka aykırılıkları cezalandırır.",Analitik,56
Bu doküman ne hakkında?,"Bu doküman, AŞTAN tarafından hazırlanan ve ortaokul sosyal bilgiler dersi için konu tekrarı ve tarama testleri içeren bir yayındır.",Olgusal,57
Bu doküman hangi yayın evine ait?,Bu doküman PRF Yayınları'na aittir.,Olgusal,57
Bu dokümanda kaç ünite bulunmaktadır?,Bu dokümanda 6 ünite bulunmaktadır.,Olgusal,57
İlk ünite hangi konuyu kapsamaktadır?,İlk ünite 'Birey ve Toplum' konusunu kapsamaktadır.,Olgusal,57
İkinci ünitenin başlığı nedir?,İkinci ünitenin başlığı 'Kültür ve Miras'tır.,Olgusal,57
Üçüncü ünitede hangi konular işlenmektedir?,"Üçüncü ünitede 'İnsanlar, Yerler ve Çevreler' konuları işlenmektedir.",Olgusal,57
Dördüncü ünite hangi temayı ele almaktadır?,"Dördüncü ünite 'Bilim, Teknoloji ve Toplum' temasını ele almaktadır.",Olgusal,57
Beşinci ünitenin içeriği nedir?,"Beşinci ünite 'Üretim, Dağıtım ve Tüketim' konularını içermektedir.",Olgusal,57
Altıncı ünite hangi konuya odaklanmaktadır?,Altıncı ünite 'Etkin Vatandaşlık' konusuna odaklanmaktadır.,Olgusal,57
1'den 6'ya kadar olan ünitelerin sonunda ne bulunmaktadır?,1'den 6'ya kadar olan ünitelerin sonunda bir 'Tarama Testi' bulunmaktadır.,Olgusal,57
Bu dokümanın amacı nedir?,"Bu dokümanın amacı, öğrencilerin sosyal bilgiler dersindeki temel konuları tekrar etmelerini ve bilgilerini test etmelerini sağlamaktır.",Kavramsal,57
Bu doküman hangi sınıf seviyesi için hazırlanmıştır?,"Metinde belirtilmemesine rağmen, içeriği göz önüne alındığında ortaokul seviyesi için hazırlanmıştır.",Çıkarımsal,57
Bu doküman ne tür sorular içermektedir?,"Bu doküman, konu tekrarı için özet bilgiler ve ünite sonlarında tarama testleri içermektedir. Tarama testleri, öğrencilerin ünite konularını ne kadar öğrendiklerini ölçmelerine yardımcı olur.",Olgusal,57
"Bu dokümanın içeriği, öğrencilerin hangi becerilerini geliştirmeyi hedeflemektedir?","Bu dokümanın içeriği, öğrencilerin bilgi edinme, anlama, analiz etme ve değerlendirme gibi temel becerilerini geliştirmeyi hedeflemektedir.",Analitik,57
"Bu doküman, öğrencinin ders çalışmasına nasıl yardımcı olabilir?","Bu doküman, konuları özetleyerek ve tarama testleri sunarak öğrencinin ders çalışmasına yardımcı olabilir. Öğrenci, konuları tekrar edebilir ve testler sayesinde eksiklerini belirleyebilir.",Yöntemsel,57
Milli birlik ve beraberliği güçlendiren tarihi unsurlara örnek olarak yukarıdaki metinde hangisi verilmiştir?,"Düğünlerde ve cenazelerde birlikte olmak, toplumsal bağların güçlenmesini sağlaması milli birlik ve beraberliği güçlendiren tarihi unsurlardandır.",Olgusal,58
Doğuştan sahip olduğumuz rollerin özellikleri nelerdir?,"Doğuştan sahip olduğumuz roller biyolojik özelliklerimizden kaynaklanır, herhangi bir ilgi ve yeteneği gerektirmez ve bunları seçme imkanımız yoktur.",Olgusal,58
Sonradan sahip olduğumuz roller nasıl oluşur?,"Sonradan sahip olduğumuz roller, özgür irademizle katıldığımız grupların bize yüklediği rollerdir.",Olgusal,58
"Aşağıdaki eşleştirmelerden hangisi 'Doğuştan sahip olduğumuz roller' ve 'Sonradan sahip olduğumuz roller' için yanlıştır: Kaptan-Kardeş, Evlat-Başkan, Torun-Kaleci, Kardeş-Oyuncu?",Kaptan-Kardeş eşleştirmesi yanlıştır.,Analitik,58
"Meltem Öğretmen'in 'Çocuklar aile içinde üstlenebileceğimiz roller nelerdir?' sorusuna hangi öğrencinin verdiği cevap yanlıştır: Abla, Arkadaş, Kardeş, Yeğen?",Arkadaş cevabı yanlıştır.,Olgusal,58
Milli kültürü oluşturan unsurlar nelerdir?,"Din, dil ve tarih milli kültürü oluşturan unsurlardandır.",Listeleme,58
Milli kültürü oluşturan dini unsurlara örnek veriniz.,Yemeğe besmele çekerek başlanması milli kültürü oluşturan dini unsurlara örnektir.,Olgusal,58
Tarihin milli bilinç oluşmasındaki rolü nedir?,"Tarih, yeni nesillerde milli bilincin oluşmasında, milli birlik ve beraberliğin sağlanmasında rol oynar.",Kavramsal,58
"6. sınıf sosyal bilgiler dersinin hangi konusu milli bilincin oluşmasında etkili değildir: Yeni Yurt Anadolu, Hayalimdeki Gelecek, İlk Türk İslam Devletleri, Destan ve Yazıtlarda Türkler?",Hayalimdeki Gelecek konusu milli bilincin oluşmasında etkili değildir.,Analitik,58
Ön yargı neleri olumsuz yönde etkiler?,"Ön yargı; arkadaşlık ilişkilerini, toplumdaki birlik ve beraberliği, bireyin insanlarla olan iletişimini olumsuz yönde etkiler.",Olgusal,58
Ön yargının olumsuz etkilemediği şey nedir?,Geleneklere bağlılık ön yargıdan olumsuz etkilenmez.,Olgusal,58
Milli kültürün tanımı nedir?,Kuşaktan kuşağa aktarılan ve bir toplumu diğer toplumlardan ayıran hayat tarzı o toplumun milli kültürünü oluşturur.,Olgusal,58
Bayram ziyaretlerinin birlik ve beraberlik duygusuna katkısı nedir?,"Bayramlarda komşu ve akrabalar ziyaret edilir, bu durum birlik ve beraberlik duygusunu kuvvetlendirir.",Kavramsal,58
Aynı dili konuşmanın ortak duygu oluşumuna etkisi nedir?,"İnsanların aynı dili konuşması, insanlar arasında ortak duygunun oluşmasında önemli bir rol oynar.",Kavramsal,58
Tarihi unsurların milli birlik ve beraberliği güçlendirmesi neden önemlidir?,"Tarihi unsurlar, ortak bir geçmişe sahip insanların duygusal bağlarını kuvvetlendirerek, milli birlik ve beraberliğin korunmasına ve güçlenmesine yardımcı olur.",Kavramsal,58
Birleşmiş Milletler Çocuk Haklarına Dair Sözleşme neden hazırlanmıştır?,Çocukların temel hak ve özgürlüklerini korumak ve kullanmalarını sağlamak amacıyla hazırlanmıştır.,Olgusal,59
Birleşmiş Milletler Çocuk Haklarına Dair Sözleşmesi'nin hazırlanma nedenlerinden biri olamayacak durum nedir?,"Çocukları küçük yaşlardan itibaren çalıştırarak meslek sahibi olmalarını sağlamak, sözleşmenin amaçları arasında yer almaz.",Analitik,59
Osmanlı Dönemi'ndeki sadaka taşı uygulamasının temel amacı nedir?,İhtiyaç sahibi insanları rencide etmeden yardımda bulunmaktır.,Olgusal,59
Sadaka taşı uygulaması hangi ahlaki kavramlarla ilişkilendirilebilir?,"Merhamet, sevgi ve yardımlaşma kavramlarıyla ilişkilendirilebilir.",Kavramsal,59
Tüketicilerin şikayetlerini bildirebileceği hat hangisidir?,Metinde belirtilen bilgilere göre böyle bir hat bilgisi bulunmamaktadır. Sorunun cevabı metinde yer almıyor.,Olgusal,59
ALO 175 hattı ne için kullanılır?,Metinde ALO 175 hattı ile ilgili bir bilgi bulunmamaktadır.,Olgusal,59
"Şemada belirtilen 'Toplumda refah ve huzuru artırır', 'Toplumun ekonomik yapısını dengede tutar', 'Toplumda birlik ve beraberliği artırır' ifadelerine verilebilecek en uygun başlık nedir?",Sosyal Yardımlaşma ve Dayanışmanın Faydaları,Analitik,59
Sosyal yardımlaşma ve dayanışma toplum için neden önemlidir?,"Toplumda refahı ve huzuru artırır, ekonomik yapıyı dengede tutar ve birlik beraberliği güçlendirir.",Kavramsal,59
Tabloda verilen hak ve sorumluluk eşleştirmelerinden hangisi yanlıştır ve neden?,"I. eşleştirme yanlıştır. Herkesin düşünce ve kanaatlerini açıklama hakkı varken, kantinden alışveriş yaparken sıraya girmek bu hak ile doğrudan ilgili bir sorumluluk değildir.",Analitik,59
Düşünce özgürlüğü hakkı ne anlama gelir?,"Herkesin düşünce ve kanaatlerini söz, yazı, resim veya başka yollarla açıklama ve yayma hakkına sahip olması demektir.",Olgusal,59
Seyahat hürriyeti ile ilgili sorumluluklar nelerdir?,"Trafik kurallarına uymak, seyahat hürriyetinin kullanımı sırasında uyulması gereken önemli bir sorumluluktur.",Kavramsal,59
Eğitim ve öğrenim görme hakkının sorumluluğu nedir?,"Derslere düzenli çalışmak, eğitim ve öğrenim görme hakkının kullanılmasındaki temel sorumluluklardan biridir.",Kavramsal,59
Sağlıklı ve dengeli bir çevrede yaşama hakkı ne gibi sorumluluklar getirir?,"Çevreyi kirletmemek ve temiz tutmak, bu hakkın korunması için yerine getirilmesi gereken temel sorumluluklardır.",Kavramsal,59
Çocukların çalıştırılması neden doğru değildir?,"Metinde çocukların çalıştırılmasının neden doğru olmadığına dair doğrudan bir açıklama bulunmamaktadır, ancak çocukların haklarını koruma ilkesiyle çeliştiği çıkarılabilir.",Çıkarsama,59
"Sadaka taşlarının yerleri neden cami, çeşme yanı ve hastane gibi yerler olarak seçilmiştir?","Bu yerler, insanların sıkça bulunduğu ve ihtiyaç sahiplerine ulaşmanın kolay olduğu bölgeler olduğu için seçilmiştir.",Nedensel,59
Emeviler'in başkenti neresidir?,Emeviler'in başkenti Şam'dır.,Olgusal,60
Abbasiler'in başkenti neresidir?,Abbasiler'in başkenti Bağdat'tır.,Olgusal,60
Abbasiler Türklerle ilişkilerini nasıl geliştirmiştir?,"Abbasiler, devlet yönetiminde ve orduda Türklere görev vererek Türklerle ilişkilerini geliştirmişlerdir.",Yöntemsel,60
Emeviler'in Arap milliyetçiliği anlayışı nasıl bir etki yaratmıştır?,"Emeviler'in Arap milliyetçiliği anlayışı, diğer milletlerden olan Müslümanların köle olarak görülmesine neden olmuştur.",Nedensel,60
